transaction_id,estate,block,floor,saleable_area_sqft,age_at_sale,sale_date,price_hkd,adjusted_price_hkd
839,dynasty_court,4,18,1513,28,2019-01-31,54000000,54472574
840,dynasty_court,4,18,1513,34,2025-04-07,43500000,58648705
841,dynasty_court,4,19,1522,34,2025-09-11,42000000,50059065
842,dynasty_court,4,20,1513,28,2019-07-19,65800000,55198392
843,dynasty_court,4,24,1513,27,2018-12-04,62000000,64180125
844,dynasty_court,4,27,1522,29,2020-03-04,59780000,57396612
845,dynasty_court,4,29,1513,32,2023-06-12,60000000,63904052
846,dynasty_court,4,30,1513,34,2025-08-22,45280000,58219397
847,dynasty_court,4,31,1513,32,2023-02-02,56380000,57320324
848,dynasty_court,4,32,1522,27,2018-06-26,65800000,64282305
849,dynasty_court,4,33,1513,32,2023-07-06,56500000,62319226
850,dynasty_court,4,33,1513,28,2019-02-20,65500000,67188686
851,dynasty_court,4,37,1513,30,2021-04-09,67500000,59863789
852,dynasty_court,5,8,1522,29,2020-07-30,57000000,53283916
853,dynasty_court,5,9,1530,35,2026-02-04,42500000,48016918
854,dynasty_court,5,10,1522,34,2025-01-21,43800000,49803609
855,dynasty_court,5,11,1530,28,2019-11-26,63500000,58720806
856,dynasty_court,5,16,1522,27,2018-02-05,55000000,53864884
857,dynasty_court,5,18,1513,35,2026-03-10,52000000,57668819
858,dynasty_court,5,28,1520,32,2023-03-02,55400000,55614932
859,dynasty_court,5,29,1513,32,2023-07-11,60000000,66179709
860,dynasty_court,5,31,1522,34,2025-08-08,43800000,56316466
861,dynasty_court,5,34,1513,33,2024-05-10,51908000,58609989
862,dynasty_court,5,35,1520,33,2024-06-21,58000000,63828609
863,dynasty_court,5,37,1513,35,2026-06-30,68000000,64899983
864,dynasty_court,5,38,1513,30,2021-04-12,55000000,48777902
865,dynasty_court,5,42,1520,34,2025-08-04,45800000,58887994
866,dynasty_court,5,43,1530,30,2021-10-08,71000000,59166360
867,dynasty_court,5,44,1520,34,2025-12-18,49800000,56538921
868,mei_foo_sun_chuen,1,2,706,56,2024-11-28,5800000,6350578
869,mei_foo_sun_chuen,1,3,629,50,2018-08-31,8500000,7636440
870,mei_foo_sun_chuen,1,4,629,58,2026-03-31,6600000,6622383
871,mei_foo_sun_chuen,1,4,827,50,2018-04-17,11000000,10080790
872,mei_foo_sun_chuen,1,5,739,56,2024-12-03,2500000,2786280
873,mei_foo_sun_chuen,1,6,706,53,2021-04-27,8950000,7584506
874,mei_foo_sun_chuen,1,7,629,55,2023-05-15,7780000,7317840
875,mei_foo_sun_chuen,1,10,706,53,2021-12-14,9450000,8278887
876,mei_foo_sun_chuen,1,12,827,57,2025-01-10,7000000,8026684
877,mei_foo_sun_chuen,1,12,706,58,2026-04-20,7600000,7499218
878,mei_foo_sun_chuen,1,13,827,58,2026-02-13,9200000,9306649
879,mei_foo_sun_chuen,1,13,706,51,2019-11-27,9580000,8306715
880,mei_foo_sun_chuen,1,14,706,54,2022-08-22,8580000,7854045
881,mei_foo_sun_chuen,1,15,706,50,2018-12-10,8000000,7738008
882,mei_foo_sun_chuen,1,18,827,55,2023-02-03,9100000,8559250
883,mei_foo_sun_chuen,2,1,885,56,2024-05-09,8200000,8673637
884,mei_foo_sun_chuen,2,1,885,52,2020-11-17,10000000,8745616
885,mei_foo_sun_chuen,2,2,885,51,2019-05-21,11780000,10085502
886,mei_foo_sun_chuen,2,3,885,56,2024-05-06,7460000,7890894
887,mei_foo_sun_chuen,2,5,856,56,2024-11-19,6780000,7423607
888,mei_foo_sun_chuen,2,5,885,51,2019-05-06,12700000,10873164
889,mei_foo_sun_chuen,2,6,885,54,2022-08-26,10228000,9362607
890,mei_foo_sun_chuen,2,8,885,54,2022-09-16,9800000,9222551
891,mei_foo_sun_chuen,2,10,856,56,2024-02-07,8800000,9168714
892,mei_foo_sun_chuen,2,11,856,53,2021-09-09,12000000,10277340
893,mei_foo_sun_chuen,2,12,885,54,2022-03-30,12688000,10874700
894,mei_foo_sun_chuen,2,15,856,53,2021-04-13,11500000,9745455
895,mei_foo_sun_chuen,2,19,885,58,2026-04-13,9980000,9847657
896,mei_foo_sun_chuen,2,20,859,58,2026-06-03,8580000,8399079
897,mei_foo_sun_chuen,2,20,826,55,2023-05-29,3000000,2821789
898,mei_foo_sun_chuen,28,5,630,52,2023-11-20,5650000,5618242
899,mei_foo_sun_chuen,28,6,637,53,2024-09-10,5300000,6182601
900,mei_foo_sun_chuen,28,6,685,54,2025-06-10,5220000,5718550
901,mei_foo_sun_chuen,28,7,637,49,2020-02-14,8130000,6973056
902,mei_foo_sun_chuen,28,8,630,49,2020-03-05,7950000,6927047
903,mei_foo_sun_chuen,28,8,635,49,2020-10-30,8600000,7261737
904,mei_foo_sun_chuen,28,9,637,52,2023-11-14,5800000,5767398
905,mei_foo_sun_chuen,28,11,635,50,2021-08-04,8638000,7337340
906,mei_foo_sun_chuen,28,13,630,52,2023-02-21,6770000,6367706
907,mei_foo_sun_chuen,28,14,637,48,2019-11-27,8500000,7370258
908,mei_foo_sun_chuen,28,15,630,51,2022-04-22,7300000,6124072
909,mei_foo_sun_chuen,28,16,685,49,2020-07-03,9100000,7453000
910,mei_foo_sun_chuen,28,18,630,52,2023-09-04,7660000,8003080
911,mei_foo_sun_chuen,28,19,630,54,2025-03-24,4900000,5725685
912,mei_foo_sun_chuen,29,3,626,52,2023-09-28,6100000,6373210
913,mei_foo_sun_chuen,29,5,475,48,2019-03-12,2500000,2203158
914,mei_foo_sun_chuen,29,5,626,50,2021-04-20,7880000,6677755
915,mei_foo_sun_chuen,29,5,620,54,2025-07-25,5400000,5914697
916,mei_foo_sun_chuen,29,6,620,50,2021-09-10,8480000,7262653
917,mei_foo_sun_chuen,29,6,695,48,2019-05-03,9050000,7748200
918,mei_foo_sun_chuen,29,7,475,50,2021-06-07,6800000,5655464
919,mei_foo_sun_chuen,29,8,475,52,2023-03-03,5000000,4636035
920,mei_foo_sun_chuen,29,8,620,51,2022-07-15,7300000,6452483
921,mei_foo_sun_chuen,29,9,475,55,2026-02-13,5210000,5270396
922,mei_foo_sun_chuen,29,9,626,51,2022-03-18,7850000,6728120
923,mei_foo_sun_chuen,29,10,475,52,2023-01-04,4880000,4511521
924,mei_foo_sun_chuen,29,10,626,48,2019-09-18,8250000,7573008
925,mei_foo_sun_chuen,29,10,620,47,2018-02-22,7700000,7172405
926,mei_foo_sun_chuen,29,10,695,50,2021-12-29,9000000,7884654
927,mei_foo_sun_chuen,29,11,475,49,2020-07-28,6460000,5290811
928,mei_foo_sun_chuen,29,11,626,52,2023-08-10,7800000,7648482
929,mei_foo_sun_chuen,29,12,626,47,2018-05-24,8700000,7810976
930,mei_foo_sun_chuen,29,12,695,52,2023-02-06,7500000,7054327
931,mei_foo_sun_chuen,29,13,620,51,2022-06-30,7200000,6280775
932,mei_foo_sun_chuen,29,15,475,55,2026-02-05,4990000,5047846
933,mei_foo_sun_chuen,29,15,626,52,2023-03-16,6880000,6379184
934,mei_foo_sun_chuen,29,16,475,54,2025-08-12,4820000,5196660
935,mei_foo_sun_chuen,29,16,626,50,2021-03-02,8000000,6628026
936,mei_foo_sun_chuen,29,19,626,53,2024-05-23,6000000,6346564
937,mei_foo_sun_chuen,29,20,475,52,2023-04-06,5280000,4789861
938,mei_foo_sun_chuen,56,3,717,50,2022-06-13,8260000,7205444
939,mei_foo_sun_chuen,56,4,717,53,2025-05-13,6450000,7414279
940,mei_foo_sun_chuen,56,4,670,52,2024-09-09,5800000,6765865
941,mei_foo_sun_chuen,56,5,670,52,2024-03-20,6000000,6301603
942,mei_foo_sun_chuen,56,6,717,50,2022-05-30,8820000,7614423
943,mei_foo_sun_chuen,56,8,670,54,2026-04-01,6800000,6709827
944,mei_foo_sun_chuen,56,8,717,47,2019-12-13,4000000,3490100
945,mei_foo_sun_chuen,56,10,717,54,2026-01-06,7250000,7649839
946,mei_foo_sun_chuen,56,11,717,50,2022-08-04,8800000,8055431
947,mei_foo_sun_chuen,56,11,670,46,2018-05-02,8400000,7541632
948,mei_foo_sun_chuen,56,15,717,51,2023-03-14,8100000,7510376
949,mei_foo_sun_chuen,56,16,717,47,2019-04-11,8490000,7402056
950,mei_foo_sun_chuen,56,16,670,52,2024-09-10,6365000,7424953
951,mei_foo_sun_chuen,56,17,670,47,2019-05-24,8880000,7602653
952,mei_foo_sun_chuen,56,17,670,54,2026-02-23,7400000,7485783
953,mei_foo_sun_chuen,56,18,670,53,2025-05-15,7100000,8161455
954,mei_foo_sun_chuen,56,19,670,48,2020-10-06,9780000,8258115
955,mei_foo_sun_chuen,56,19,670,53,2025-09-26,6600000,7243092
956,mei_foo_sun_chuen,56,20,663,47,2019-04-30,8300000,7236404
957,mei_foo_sun_chuen,57,4,653,46,2018-07-31,9300000,8865357
958,mei_foo_sun_chuen,57,5,653,53,2025-11-24,6160000,6417169
959,mei_foo_sun_chuen,57,6,509,50,2022-11-23,5300000,5299534
960,mei_foo_sun_chuen,57,7,653,53,2025-08-14,6350000,6846222
961,mei_foo_sun_chuen,57,7,509,53,2025-12-22,5250000,5460295
962,mei_foo_sun_chuen,57,7,653,46,2018-04-18,7800000,7148196
963,mei_foo_sun_chuen,57,9,653,51,2023-02-16,6628000,6234144
964,mei_foo_sun_chuen,57,9,653,51,2023-01-27,6800000,6286545
965,mei_foo_sun_chuen,57,10,509,47,2019-12-06,7430000,6482862
966,mei_foo_sun_chuen,57,11,509,49,2021-07-08,7380000,6064622
967,mei_foo_sun_chuen,57,11,509,49,2021-10-28,7300000,6583767
968,mei_foo_sun_chuen,57,11,653,46,2018-04-30,8000000,7331483
969,mei_foo_sun_chuen,57,13,653,53,2025-10-03,6250000,6830027
970,mei_foo_sun_chuen,57,16,509,51,2023-02-24,6138000,5773261
971,mei_foo_sun_chuen,57,17,509,50,2022-03-29,6800000,5828181
972,mei_foo_sun_chuen,57,18,653,52,2024-11-29,6430000,7040383
973,mei_foo_sun_chuen,57,19,509,48,2020-12-18,7580000,6408356
974,mei_foo_sun_chuen,57,19,509,54,2026-03-11,5600000,5618992
975,mei_foo_sun_chuen,57,19,653,54,2026-03-02,7500000,7525435
976,mei_foo_sun_chuen,57,20,451,49,2021-10-20,6480000,5844220
977,mei_foo_sun_chuen,92,3,870,49,2022-05-17,9000000,7769819
978,mei_foo_sun_chuen,92,3,664,47,2020-05-27,8260000,6925681
979,mei_foo_sun_chuen,92,4,870,51,2024-03-22,2900000,3045775
980,mei_foo_sun_chuen,92,7,870,50,2023-08-04,7500000,7354309
981,mei_foo_sun_chuen,92,7,664,47,2020-09-29,8750000,7324595
982,mei_foo_sun_chuen,92,9,664,46,2019-04-15,8080000,7044595
983,mei_foo_sun_chuen,92,10,664,52,2025-06-26,5980000,6551136
984,mei_foo_sun_chuen,92,11,664,48,2021-06-21,8900000,7402005
985,mei_foo_sun_chuen,92,12,664,48,2021-08-12,8800000,7474947
986,mei_foo_sun_chuen,92,17,870,46,2019-07-02,13120000,11223168
987,mei_foo_sun_chuen,92,17,664,51,2024-04-10,6500000,6630129
988,mei_foo_sun_chuen,93,4,670,48,2021-12-29,8040000,7043624
989,mei_foo_sun_chuen,93,7,664,50,2023-12-15,6180000,6482166
990,mei_foo_sun_chuen,93,11,870,46,2019-07-29,8000000,6843395
991,mei_foo_sun_chuen,93,12,664,49,2022-01-17,8600000,7454692
992,mei_foo_sun_chuen,93,15,664,52,2025-09-18,6450000,7078476
993,mei_foo_sun_chuen,93,16,870,46,2019-08-08,13980000,13093464
994,mei_foo_sun_chuen,93,17,664,45,2018-09-03,9000000,8420191
995,mei_foo_sun_chuen,93,18,664,45,2018-06-04,8000000,6957724
996,mei_foo_sun_chuen,116,4,509,51,2023-10-24,5550000,5669718
997,mei_foo_sun_chuen,116,5,509,46,2018-07-17,7680000,7321069
998,mei_foo_sun_chuen,116,6,703,48,2020-06-19,9950000,8446842
999,mei_foo_sun_chuen,116,7,507,52,2024-07-12,5300000,5882065
1000,mei_foo_sun_chuen,116,8,657,46,2018-07-23,9600000,9151337
1001,mei_foo_sun_chuen,116,8,509,54,2026-01-02,5250000,5539539
1002,mei_foo_sun_chuen,116,10,509,50,2022-05-05,7090000,6120891
1003,mei_foo_sun_chuen,116,10,703,51,2023-01-11,7800000,7211037
1004,mei_foo_sun_chuen,116,11,509,52,2024-11-27,5580000,6109694
1005,mei_foo_sun_chuen,116,13,509,50,2022-08-17,6700000,6133112
1006,mei_foo_sun_chuen,116,14,703,53,2025-10-24,7600000,8305313
1007,mei_foo_sun_chuen,116,15,509,52,2024-03-12,5100000,5356363
1008,mei_foo_sun_chuen,116,15,703,51,2023-11-21,6980000,6940766
1009,mei_foo_sun_chuen,116,16,657,49,2021-03-22,8250000,6835152
1010,mei_foo_sun_chuen,116,16,509,48,2020-12-04,7900000,6678894
1011,mei_foo_sun_chuen,116,16,703,48,2020-09-16,10090000,8446304
1012,mei_foo_sun_chuen,116,17,657,50,2022-05-11,8700000,7510825
1013,mei_foo_sun_chuen,116,19,657,49,2021-10-08,9900000,8928670
1014,mei_foo_sun_chuen,116,19,509,52,2024-02-27,5500000,5730446
1015,mei_foo_sun_chuen,116,19,703,51,2023-07-20,10000000,9882263
1016,mei_foo_sun_chuen,116,20,437,52,2024-02-19,3880000,4042569
1017,mei_foo_sun_chuen,117,1,530,47,2019-05-02,7000000,5993083
1018,mei_foo_sun_chuen,117,2,657,49,2021-04-20,7980000,6762498
1019,mei_foo_sun_chuen,117,5,509,52,2024-12-10,5050000,5628286
1020,mei_foo_sun_chuen,117,5,509,53,2025-10-31,5750000,6283625
1021,mei_foo_sun_chuen,117,6,657,49,2021-11-29,8480000,7580374
1022,mei_foo_sun_chuen,117,8,509,52,2024-05-20,5220000,5521510
1023,mei_foo_sun_chuen,117,9,509,53,2025-08-01,5300000,5714170
1024,mei_foo_sun_chuen,117,11,509,53,2025-12-05,5550000,5772311
1025,mei_foo_sun_chuen,117,14,703,48,2020-05-12,9960000,8351064
1026,mei_foo_sun_chuen,117,14,509,51,2023-01-19,6200000,5731850
1027,mei_foo_sun_chuen,117,14,509,53,2025-12-18,5950000,6188334
1028,mei_foo_sun_chuen,117,15,703,53,2025-08-18,7050000,7600924
1029,mei_foo_sun_chuen,117,16,509,48,2020-05-27,7500000,6288452
1030,mei_foo_sun_chuen,117,17,509,53,2025-01-08,5800000,6650681
1031,mei_foo_sun_chuen,117,19,703,48,2020-06-08,9800000,8319503
1032,mei_foo_sun_chuen,117,20,437,51,2023-06-01,5200000,4810032
1033,mei_foo_sun_chuen,117,20,437,50,2022-10-10,4950000,4853042
1034,mei_foo_sun_chuen,139,3,666,47,2021-07-19,8900000,7313704
1035,mei_foo_sun_chuen,139,3,672,45,2019-04-16,8300000,7236404
1036,mei_foo_sun_chuen,139,4,672,47,2021-03-24,8800000,7290828
1037,mei_foo_sun_chuen,139,5,672,46,2020-01-06,8650000,7616923
1038,mei_foo_sun_chuen,139,8,716,47,2021-01-11,9508000,8250526
1039,mei_foo_sun_chuen,139,8,716,50,2024-01-05,7000000,7575941
1040,mei_foo_sun_chuen,139,8,672,52,2026-04-20,6700000,6611153
1041,mei_foo_sun_chuen,139,10,716,47,2021-07-27,9360000,7691715
1042,mei_foo_sun_chuen,139,10,716,51,2025-03-10,6280000,7338225
1043,mei_foo_sun_chuen,139,13,716,51,2025-04-17,6980000,8091779
1044,mei_foo_sun_chuen,139,13,672,49,2023-09-21,7600000,7940392
1045,mei_foo_sun_chuen,139,17,716,46,2020-08-14,9900000,8387533
1046,mei_foo_sun_chuen,139,18,672,48,2022-04-14,8500000,7130769
1047,mei_foo_sun_chuen,139,18,716,47,2021-12-16,9980000,8743205
1048,mei_foo_sun_chuen,139,18,716,46,2020-03-12,9380000,8173045
1049,mei_foo_sun_chuen,139,19,672,48,2022-05-18,9050000,7812985
1050,mei_foo_sun_chuen,140,4,507,46,2020-08-14,7280000,6167802
1051,mei_foo_sun_chuen,140,6,507,44,2018-07-06,7968000,7595609
1052,mei_foo_sun_chuen,140,6,657,47,2021-07-06,9100000,7478057
1053,mei_foo_sun_chuen,140,8,657,46,2020-09-08,9400000,7868708
1054,mei_foo_sun_chuen,140,9,507,47,2021-06-21,7800000,6487150
1055,mei_foo_sun_chuen,140,10,507,47,2021-07-26,7680000,6311151
1056,mei_foo_sun_chuen,140,10,507,47,2021-08-09,7500000,6370694
1057,mei_foo_sun_chuen,140,10,657,50,2024-09-19,6330000,7384125
1058,mei_foo_sun_chuen,140,11,507,51,2025-10-10,5840000,6381977
1059,mei_foo_sun_chuen,140,12,507,52,2026-05-22,6280000,6213534
1060,mei_foo_sun_chuen,140,14,507,47,2021-01-25,7350000,6377931
1061,mei_foo_sun_chuen,140,15,657,51,2025-07-04,7800000,8543451
1062,mei_foo_sun_chuen,140,16,657,49,2023-03-10,7800000,7232214
1063,mei_foo_sun_chuen,140,16,507,52,2026-01-09,5500000,5803326
1064,mei_foo_sun_chuen,140,16,507,49,2023-02-16,4700000,4420712
1065,mei_foo_sun_chuen,140,18,507,48,2022-05-19,7320000,6319453
1066,mei_foo_sun_chuen,140,18,657,46,2020-02-06,9140000,7839327
1067,mei_foo_sun_chuen,140,19,507,47,2021-06-11,7460000,6204377
1068,mei_foo_sun_chuen,140,20,670,48,2022-11-01,6300000,6299446
1069,mei_foo_sun_chuen,164,6,640,45,2021-04-14,8700000,7372649
1070,mei_foo_sun_chuen,164,7,908,48,2024-01-29,8500000,9199357
1071,mei_foo_sun_chuen,164,7,640,47,2023-05-04,7280000,6847542
1072,mei_foo_sun_chuen,164,7,906,48,2024-04-29,9080000,9261781
1073,mei_foo_sun_chuen,164,10,906,50,2026-05-21,9700000,9597338
1074,mei_foo_sun_chuen,164,15,640,49,2025-12-11,6300000,6552354
1075,mei_foo_sun_chuen,164,15,640,49,2025-11-27,6750000,7031800
1076,mei_foo_sun_chuen,164,15,906,50,2026-03-11,1500000,1505087
1077,mei_foo_sun_chuen,164,16,906,46,2022-08-12,11120000,10179135
1078,mei_foo_sun_chuen,164,17,640,42,2018-09-03,9160000,8569884
1079,mei_foo_sun_chuen,164,17,906,45,2021-08-27,12500000,10617823
1080,mei_foo_sun_chuen,164,19,908,50,2026-04-21,8680000,8564896
1081,mei_foo_sun_chuen,164,19,584,50,2026-05-12,6028000,5964201
1082,mei_foo_sun_chuen,165,5,918,46,2022-02-04,12000000,10321150
1083,mei_foo_sun_chuen,165,7,918,50,2026-06-26,9300000,9103897
1084,mei_foo_sun_chuen,165,11,918,50,2026-03-16,10280000,10314863
1085,mei_foo_sun_chuen,165,14,918,42,2018-03-26,13500000,12492835
1086,mei_foo_sun_chuen,165,14,918,44,2020-12-08,10000000,8454296
1087,mei_foo_sun_chuen,165,15,918,48,2024-02-22,11250000,11721368
1088,mei_foo_sun_chuen,165,17,918,48,2024-01-31,9050000,9794610
1089,mei_foo_sun_chuen,176,3,648,40,2018-11-29,7800000,7533552
1090,mei_foo_sun_chuen,176,4,648,44,2022-06-13,8127000,7089424
1091,mei_foo_sun_chuen,176,5,907,41,2019-08-16,13680000,12812489
1092,mei_foo_sun_chuen,176,7,907,42,2020-03-06,11800000,10281655
1093,mei_foo_sun_chuen,176,8,907,44,2022-02-23,12038000,10353834
1094,mei_foo_sun_chuen,176,9,907,41,2019-12-18,12500000,10906564
1095,mei_foo_sun_chuen,176,10,907,41,2019-05-23,12380000,10599195
1096,mei_foo_sun_chuen,176,11,907,46,2024-12-16,9160000,10208932
1097,mei_foo_sun_chuen,176,12,907,43,2021-04-14,11800000,9999684
1098,mei_foo_sun_chuen,176,12,644,40,2018-02-05,8180000,7619516
1099,mei_foo_sun_chuen,176,12,644,44,2022-11-01,6000000,5999472
1100,mei_foo_sun_chuen,176,13,907,48,2026-06-11,10450000,10229648
1101,mei_foo_sun_chuen,176,14,907,40,2018-08-16,11500000,10331654
1102,mei_foo_sun_chuen,176,16,907,40,2018-07-24,14000000,13345699
1103,mei_foo_sun_chuen,176,16,644,46,2024-08-12,6850000,7479777
1104,mei_foo_sun_chuen,176,16,907,44,2022-10-14,9565000,9377645
1105,mei_foo_sun_chuen,176,20,586,43,2021-07-08,7550000,6204322
1106,mei_foo_sun_chuen,176,20,906,47,2025-03-28,7290000,8518417
1107,mei_foo_sun_chuen,177,1,633,44,2022-06-30,7020000,6123755
1108,mei_foo_sun_chuen,177,3,633,40,2018-03-29,7430000,6875686
1109,mei_foo_sun_chuen,177,5,919,42,2020-07-03,11000000,9009121
1110,mei_foo_sun_chuen,177,5,919,41,2019-02-26,10000000,9103736
1111,mei_foo_sun_chuen,177,6,919,46,2024-04-19,9399000,9587167
1112,mei_foo_sun_chuen,177,6,919,43,2021-01-29,10880000,9441073
1113,mei_foo_sun_chuen,177,10,919,45,2023-09-11,9000000,9403096
1114,mei_foo_sun_chuen,177,20,927,48,2026-07-08,9280000,9280000
1115,repulse_bay_garden,1,2,2049,49,2019-04-16,50000000,43926482
1116,repulse_bay_garden,1,4,2049,51,2021-12-30,43000000,37064299
1117,repulse_bay_garden,1,7,2049,51,2021-09-14,51800000,43147300
1118,repulse_bay_garden,1,9,2049,49,2019-05-08,60000000,49180483
1119,repulse_bay_garden,1,10,2049,55,2025-07-17,8125000,8854520
1120,repulse_bay_garden,1,11,1873,52,2022-03-09,68880000,72139965
1121,repulse_bay_garden,1,12,2049,53,2023-12-15,53400000,51577977
1122,repulse_bay_garden,1,13,2049,55,2025-07-18,39880000,43460710
1123,repulse_bay_garden,1,15,2049,55,2025-05-29,97690000,114236850
1124,repulse_bay_garden,1,16,1873,51,2021-07-22,65000000,54276147
1125,repulse_bay_garden,1,17,2049,56,2026-03-19,48000000,55198509
1126,repulse_bay_garden,1,18,2049,54,2024-06-21,68000000,61497537
1127,repulse_bay_garden,2,8,2049,53,2023-07-26,64800000,56240150
1128,repulse_bay_garden,2,11,2049,48,2018-02-01,66500000,56488748
1129,repulse_bay_garden,2,14,2049,56,2026-02-27,53380000,40266801
1130,repulse_bay_garden,3,6,2576,50,2020-08-07,81300000,73723028
1131,repulse_bay_garden,3,10,2576,56,2026-02-09,33000000,24893302
1132,repulse_bay_garden,3,16,2576,55,2025-03-31,70000000,76318117
1133,repulse_bay_garden,4,10,2576,49,2019-07-30,92800000,75727922
1134,repulse_bay_garden,4,12,2576,48,2018-07-25,85000000,63411178
1135,repulse_bay_garden,4,14,2576,49,2019-05-22,94800000,77705163
1136,repulse_bay_garden,4,19,2576,48,2018-11-23,97000000,104708487
1137,repulse_bay_garden,5,1,2049,50,2020-04-24,48000000,31886155
1138,repulse_bay_garden,5,4,2049,54,2024-07-02,53000000,49416063
1139,repulse_bay_garden,5,17,2049,52,2022-11-16,62000000,67374172
1140,repulse_bay_garden,6,1,2049,56,2026-03-18,44000000,50598633
1141,repulse_bay_garden,6,3,2049,50,2020-06-19,58000000,54545674
1142,repulse_bay_garden,6,15,2049,52,2022-09-23,61000000,41191720
1143,repulse_bay_garden,7,10,2049,50,2020-06-11,67000000,63009657
1144,repulse_bay_garden,7,16,2049,55,2025-12-09,52500000,49400811
1145,repulse_bay_garden,7,19,2049,54,2024-08-20,18792000,18458455
1146,repulse_bay_garden,8,6,2049,50,2020-01-23,30000000,23790129
1147,repulse_bay_garden,8,14,2049,48,2018-07-11,62500000,46625866
1148,repulse_bay_garden,9,6,2049,50,2020-12-10,60300000,54060001
1149,repulse_bay_garden,9,14,2049,55,2025-04-23,52000000,47770895
1150,repulse_bay_garden,10,14,2049,51,2021-07-06,64500000,53858639
1151,repulse_bay_garden,11,12,1513,52,2022-02-25,53800000,50370138
1152,repulse_bay_garden,11,17,1513,53,2023-10-10,80000000,83334015
1153,repulse_bay_garden,11,19,1513,56,2026-04-10,42800000,44825838
1154,repulse_bay_garden,11,20,1513,53,2023-03-28,55800000,59133164
1155,taikoo_shing,18,2,580,44,2024-03-21,7600000,8465438
1156,taikoo_shing,18,3,503,38,2018-01-11,8180000,7585216
1157,taikoo_shing,18,4,503,43,2023-04-13,8550000,8061050
1158,taikoo_shing,18,5,580,40,2020-09-09,10850000,9608890
1159,taikoo_shing,18,6,503,44,2024-04-22,6700000,7358316
1160,taikoo_shing,18,7,580,38,2018-07-27,12000000,10196275
1161,taikoo_shing,18,7,580,41,2021-05-26,10680000,9042798
1162,taikoo_shing,18,8,703,40,2020-01-03,13300000,11511189
1163,taikoo_shing,18,8,503,41,2021-04-27,10000000,8610571
1164,taikoo_shing,18,9,703,38,2018-01-03,12800000,11869286
1165,taikoo_shing,18,10,580,40,2020-09-29,11280000,9989703
1166,taikoo_shing,18,10,503,41,2021-05-28,10500000,8890391
1167,taikoo_shing,18,11,580,41,2021-11-10,11200000,9402152
1168,taikoo_shing,18,11,503,42,2022-11-15,7850000,7760112
1169,taikoo_shing,18,12,703,43,2023-05-05,9500000,9177539
1170,taikoo_shing,18,13,703,38,2018-06-19,14100000,12385747
1171,taikoo_shing,18,13,580,39,2019-05-24,12528000,10523014
1172,taikoo_shing,18,13,580,38,2018-05-14,11500000,10243651
1173,taikoo_shing,18,14,580,45,2025-04-02,8000000,9438966
1174,taikoo_shing,18,16,580,45,2025-12-19,8000000,9070132
1175,taikoo_shing,18,16,703,41,2021-06-15,13720000,11476678
1176,taikoo_shing,18,16,703,46,2026-02-23,10500000,11387613
1177,taikoo_shing,18,16,580,41,2021-01-15,9500000,8214722
1178,taikoo_shing,18,16,580,39,2019-05-23,12100000,10163511
1179,taikoo_shing,18,17,580,40,2020-10-23,11750000,10123376
1180,taikoo_shing,18,17,703,44,2024-10-02,9600000,11178819
1181,taikoo_shing,18,17,580,39,2019-03-28,10750000,9323351
1182,taikoo_shing,18,18,703,39,2019-07-04,15300000,12110250
1183,taikoo_shing,18,19,703,38,2018-08-06,13960000,12264745
1184,taikoo_shing,18,20,703,45,2025-07-31,9538000,11320954
1185,taikoo_shing,18,20,503,44,2024-09-10,6980000,8056359
1186,taikoo_shing,18,21,503,39,2019-11-29,4800000,4164013
1187,taikoo_shing,18,21,580,45,2025-08-06,7800000,9305300
1188,taikoo_shing,18,22,703,42,2022-01-06,13700000,12115643
1189,taikoo_shing,18,22,503,42,2022-04-20,9800000,8537275
1190,taikoo_shing,18,23,703,45,2025-02-11,9300000,10969604
1191,taikoo_shing,18,23,580,45,2025-05-16,7400000,8743116
1192,taikoo_shing,18,23,580,41,2021-01-07,10800000,9338842
1193,taikoo_shing,18,24,503,45,2025-12-30,8170000,9262873
1194,taikoo_shing,18,26,580,42,2022-07-07,11700000,10581303
1195,taikoo_shing,18,27,580,41,2021-02-08,11500000,9999879
1196,taikoo_shing,18,27,580,38,2018-06-08,12280000,10787020
1197,taikoo_shing,18,27,580,39,2019-08-13,12280000,10759277
1198,taikoo_shing,18,27,580,42,2022-12-16,9180000,9730965
1199,taikoo_shing,18,28,580,46,2026-02-16,9600000,10411532
1200,taikoo_shing,18,29,580,38,2018-06-15,13500000,11858694
1201,taikoo_shing,18,30,703,43,2023-11-09,13800000,14749311
1202,taikoo_shing,18,30,580,44,2024-03-01,9400000,10470410
1203,taikoo_shing,31,2,577,42,2022-03-08,10000000,8477392
1204,taikoo_shing,31,3,651,46,2026-04-30,9900000,10432335
1205,taikoo_shing,31,3,503,39,2019-09-11,9400000,8510274
1206,taikoo_shing,31,4,701,38,2018-09-04,13800000,11914910
1207,taikoo_shing,31,5,503,43,2023-01-20,7800000,7869097
1208,taikoo_shing,31,5,580,46,2026-07-28,8750000,8750000
1209,taikoo_shing,31,6,580,41,2021-08-05,10000000,8499820
1210,taikoo_shing,31,6,580,41,2021-12-13,10680000,9366970
1211,taikoo_shing,31,7,701,40,2020-10-05,12000000,10338767
1212,taikoo_shing,31,7,701,39,2019-12-04,13680000,11651562
1213,taikoo_shing,31,7,503,43,2023-10-26,7600000,7725855
