transaction_id,block,floor,saleable_area_sqft,age_at_sale,sale_date,price_hkd,adjusted_price_hkd
546,24,30,326,36,2022-04-25,5500000,4332385
547,24,30,326,38,2024-10-28,5088000,5088047
548,24,30,447,35,2021-05-03,8000000,6429007
549,24,28,447,36,2022-11-02,6260000,5680044
550,24,28,326,32,2018-02-14,5300000,4915018
551,24,27,447,37,2023-07-27,7250000,6274127
552,24,27,326,32,2018-04-27,5800000,5306622
553,24,27,326,32,2018-10-31,6000000,5739112
554,24,26,447,37,2023-01-10,6200000,5493855
555,24,26,326,40,2026-07-14,4960000,4960000
556,24,26,447,40,2026-02-06,6600000,6396138
557,24,26,326,35,2021-05-17,6150000,4942299
558,24,25,447,39,2025-02-20,5400000,5659115
559,24,22,447,35,2021-05-06,7980000,6412935
560,24,22,326,32,2018-03-19,5560000,5219543
561,24,19,447,36,2022-10-13,6340000,5577175
562,24,19,326,38,2024-10-15,4150000,4150038
563,24,19,447,32,2018-06-14,7900000,6709470
564,24,19,326,38,2024-09-10,4180000,4393801
565,24,18,326,38,2024-12-03,4330000,4471073
566,24,17,326,34,2020-07-23,5600000,4622406
567,24,17,447,38,2024-11-27,5480000,5592609
568,24,17,447,36,2022-04-21,7440000,5860535
569,24,16,326,38,2024-02-27,4500000,4636145
570,24,15,447,39,2025-03-31,5220000,5623485
571,24,15,447,32,2018-05-03,7450000,6613067
572,24,14,447,34,2020-12-17,7200000,5949068
573,24,14,326,39,2025-06-27,4070000,4255219
574,24,14,326,36,2022-01-03,5900000,4778774
575,24,14,326,40,2026-06-16,4900000,4690225
576,24,13,447,39,2025-11-13,5000000,5001785
577,24,13,326,38,2024-03-27,4280000,4190336
578,24,13,326,34,2020-11-20,5780000,4707355
579,24,13,447,35,2021-01-12,7450000,6101625
580,24,12,447,32,2018-04-26,6000000,5489609
581,24,12,326,38,2024-09-05,4220000,4435847
582,24,12,447,40,2026-06-04,6000000,5743133
583,24,11,447,33,2019-01-28,6000000,5701346
584,24,11,326,33,2019-12-06,5400000,4768196
585,24,10,447,37,2023-04-28,5000000,4299481
586,24,10,447,32,2018-10-12,6880000,6580849
587,24,10,326,33,2019-02-18,5000000,4407341
588,24,9,326,35,2021-05-31,5630000,4524414
589,24,9,447,39,2025-02-10,5450000,5711514
590,24,8,447,32,2018-10-22,7080000,6772152
591,24,8,326,32,2018-10-02,5950000,5691286
592,24,8,326,38,2024-01-10,4100000,3985265
593,24,7,326,34,2020-08-26,5400000,4462510
594,24,7,447,37,2023-05-31,6695000,5789111
595,24,6,326,37,2023-04-14,4730000,4067309
596,24,6,326,38,2024-04-12,3900000,3804089
597,24,6,326,33,2019-12-02,1830000,1615888
598,24,5,326,34,2020-07-02,5638000,4653772
599,24,4,447,33,2019-04-17,7100000,6094954
600,24,4,326,37,2023-02-23,4450000,3889351
601,24,4,326,38,2024-11-19,4050000,4133224
602,24,4,447,33,2019-11-27,6900000,5683105
603,24,4,447,38,2024-06-05,5100000,5064050
604,24,3,447,40,2026-03-20,5800000,5517584
605,24,2,326,33,2019-04-25,4495000,3858707
606,24,1,447,35,2021-03-11,5950000,4740554
607,24,1,326,39,2025-10-10,3820000,3952410
608,24,1,326,37,2023-04-20,4618000,3971000
609,24,1,447,36,2022-06-30,6080000,5010478
610,24,1,447,35,2021-03-26,6000000,4780390
611,25,27,688,35,2021-02-23,10000000,8083744
612,25,27,688,35,2021-04-23,6000000,4793317
613,25,24,688,40,2026-01-12,7600000,7599722
614,25,24,688,38,2024-06-07,8500000,8440083
615,25,20,688,35,2021-05-13,10000000,8036259
616,25,20,688,34,2020-10-20,9350000,7719050
617,25,19,688,38,2024-10-30,6000000,6000055
618,25,18,688,37,2023-11-14,5000000,4888903
619,25,17,688,37,2023-10-05,7900000,7665022
620,25,16,688,37,2023-02-10,9150000,7997205
621,25,15,688,35,2021-12-03,8380000,6797452
622,25,14,688,35,2021-12-02,7290000,5913296
623,25,13,688,37,2023-05-19,8500000,7349879
624,25,12,688,35,2021-03-17,10000000,7967317
625,25,12,688,35,2021-06-01,9800000,7693630
626,25,11,688,37,2023-02-01,8280000,7236815
627,25,10,688,35,2021-03-02,9950000,7927481
628,25,9,688,34,2020-09-23,9988000,8156683
629,25,8,688,40,2026-05-22,8350000,7577109
630,25,7,688,34,2020-04-02,9650000,8172378
631,25,5,688,38,2024-01-16,7200000,6998515
632,25,2,688,38,2024-10-15,6398000,6398059
633,25,1,688,35,2021-09-14,8280000,6736984
634,34,35,707,34,2022-05-16,11650000,9413106
635,34,34,707,34,2022-02-08,9978000,7976591
636,34,33,707,32,2020-09-01,9900000,8084818
637,34,32,707,36,2024-11-25,7950000,8113366
638,34,32,707,35,2023-07-04,9700000,8394349
639,34,28,707,35,2023-11-27,8980000,8780469
640,34,28,707,32,2020-12-07,10000000,8262595
641,34,27,707,34,2022-04-01,9180000,7231144
642,34,25,707,35,2023-04-17,9630000,8280800
643,34,25,707,32,2020-11-03,10000000,8144213
644,34,25,707,35,2023-04-26,9330000,8022831
645,34,25,707,38,2026-06-10,9350000,8949715
646,34,24,707,37,2025-01-10,8000000,8425962
647,34,22,707,36,2024-11-20,7680000,7837818
648,34,21,707,37,2025-10-23,8000000,8277298
649,34,19,707,38,2026-01-14,8500000,8499689
650,34,17,707,32,2020-11-24,9850000,8022050
651,34,17,707,34,2022-12-09,2100000,1914616
652,34,13,707,36,2024-07-15,8000000,8066861
653,34,13,707,38,2026-05-18,8600000,7803968
654,34,10,707,38,2026-04-09,3800000,3579456
655,34,8,707,33,2021-04-28,9730000,7773163
656,34,4,707,35,2023-05-09,8330000,7202882
657,34,3,707,33,2021-10-12,8712000,7135697
658,34,3,707,31,2019-05-17,8200000,6975641
659,35,36,707,34,2022-05-03,11330000,9154549
660,35,35,707,31,2019-12-11,6000000,5297995
661,35,35,707,34,2022-01-10,11200000,9071571
662,35,34,707,36,2024-12-04,8120000,8384553
663,35,30,707,33,2021-02-25,8900000,7194532
664,35,28,707,33,2021-11-29,10300000,8321149
665,35,26,707,33,2021-03-16,10770000,8580801
666,35,24,707,33,2021-07-19,10400000,8113565
667,35,23,707,34,2022-04-28,9920000,7814046
668,35,22,707,36,2024-09-11,7800000,8198960
669,35,21,707,37,2025-04-24,3900000,4173976
670,35,19,707,37,2025-08-25,7500000,7985360
671,35,18,707,34,2022-05-20,9850000,7958721
672,35,17,707,36,2024-06-28,7300000,7248542
673,35,15,707,31,2019-11-15,9800000,8071657
674,35,14,707,35,2023-02-06,8990000,7857364
675,35,12,707,36,2024-04-12,8080000,7881291
676,35,9,707,32,2020-09-08,9990000,8158316
677,35,8,707,33,2021-06-21,10700000,8400188
678,35,3,707,35,2023-05-12,8800000,7609287
